application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,gender_encoded,international_encoded,major_Business,major_Humanities,major_STEM,race_Asian,race_Black,race_White,race_Hispanic,race_Other,work_industry_Financial Services,work_industry_Investment Management,work_industry_Technology,work_industry_Consulting,work_industry_Nonprofit/Gov,work_industry_PE/VC,work_industry_Health Care,work_industry_Investment Banking,work_industry_Other,work_industry_Retail,work_industry_Energy,work_industry_CPG,work_industry_Real Estate,work_industry_Media/Entertainment,admission_Admit,admission_Reject,admission_Waitlist,gpa_normalized,gmat_normalized,work_exp_normalized
2933,Female,False,3.41,Humanities,Asian,690.0,7.0,Other,Reject,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0875686114952456,0.8135090928015333,1.9613659289918324
2934,Male,False,3.45,Humanities,Hispanic,640.0,6.0,Consulting,Reject,0,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3588429008645568,-0.22462403937709646,0.9698083694997597
2936,Male,False,2.97,Humanities,Black,570.0,5.0,PE/VC,Reject,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8964485715671766,-1.678010424427178,-0.02174918999231319
2937,Male,False,3.35,Business,White,710.0,3.0,Technology,Reject,0,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6806571774412785,1.228762345672985,-2.0048643089764586
2938,Female,True,3.23,Humanities,White,640.0,6.0,PE/VC,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.13316569066665568,-0.22462403937709646,0.9698083694997597
2939,Male,False,3.24,STEM,Other,690.0,5.0,Technology,Reject,0,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.06534711832432633,0.8135090928015333,-0.02174918999231319
2941,Male,False,3.37,STEM,White,610.0,6.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8162943221259341,-0.8475039186842742,0.9698083694997597
2942,Male,False,3.62,Humanities,Hispanic,650.0,6.0,Investment Management,Reject,0,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.511758630684129,-0.016997412941370516,0.9698083694997597
2943,Female,False,3.17,Humanities,Other,590.0,6.0,Consulting,Reject,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5400771247206227,-1.2627571715557262,0.9698083694997597
2944,Female,False,3.11,Humanities,Asian,720.0,7.0,CPG,Reject,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.9469885587745899,1.436388972108711,1.9613659289918324
2945,Male,True,3.59,STEM,White,670.0,5.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.3083029136571436,0.39825583993008135,-0.02174918999231319
2946,Male,True,3.01,Humanities,White,570.0,5.0,Consulting,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.6251742821978683,-1.678010424427178,-0.02174918999231319
2947,Male,True,3.19,STEM,White,710.0,5.0,Nonprofit/Gov,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.40443998003596704,1.228762345672985,-0.02174918999231319
2948,Male,True,3.24,Humanities,White,640.0,4.0,Other,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.06534711832432633,-0.22462403937709646,-1.013306749484386
2949,Male,False,3.23,STEM,Asian,650.0,5.0,Technology,Reject,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.13316569066665568,-0.016997412941370516,-0.02174918999231319
2950,Male,False,3.21,Business,Black,740.0,6.0,Financial Services,Reject,0,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2688028353513114,1.851642224980163,0.9698083694997597
2951,Male,False,3.249635578583765,Business,Hispanic,570.0,5.0,Investment Banking,Reject,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,-1.678010424427178,-0.02174918999231319
2952,Male,False,3.49,Humanities,White,730.0,5.0,PE/VC,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.6301171902338683,1.644015598544437,-0.02174918999231319
2953,Female,True,3.32,Humanities,White,720.0,5.0,PE/VC,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.47720146041429345,1.436388972108711,-0.02174918999231319
2954,Female,False,3.249635578583765,Business,White,620.0,5.0,Technology,Reject,1,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,-0.6398772922485483,-0.02174918999231319
2955,Female,True,3.29,Humanities,White,640.0,5.0,Consulting,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2737457433873114,-0.22462403937709646,-0.02174918999231319
2956,Male,False,3.35,Humanities,Black,700.0,5.021934369602763,Other,Reject,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6806571774412785,1.0211357192372592,0.0
2957,Female,True,3.4,Business,White,650.0,7.0,PE/VC,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0197500391529162,-0.016997412941370516,1.9613659289918324
2958,Male,False,3.06,STEM,White,610.0,7.0,PE/VC,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.2860814204862276,-0.8475039186842742,1.9613659289918324
2959,Male,False,3.22,Humanities,Hispanic,610.0,6.0,Investment Banking,Reject,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.200984263008982,-0.8475039186842742,0.9698083694997597
2960,Male,True,3.08,STEM,White,600.0,5.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.1504442758015718,-1.0551305451200002,-0.02174918999231319
2961,Male,False,3.28,Humanities,White,720.0,3.0,Consulting,Admit,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.20592717104498204,1.436388972108711,-2.0048643089764586
2962,Male,False,3.17,Humanities,Asian,630.0,5.0,Technology,Reject,0,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5400771247206227,-0.4322506658128224,-0.02174918999231319
2963,Male,True,3.06,Humanities,White,600.0,4.0,Consulting,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.2860814204862276,-1.0551305451200002,-1.013306749484386
2964,Female,False,3.28,Humanities,Black,650.0,6.0,PE/VC,Reject,1,,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.20592717104498204,-0.016997412941370516,0.9698083694997597
2965,Female,False,3.16,Humanities,Black,630.0,5.0,Consulting,Reject,1,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6078956970629491,-0.4322506658128224,-0.02174918999231319
2966,Male,False,3.2,Humanities,White,600.0,4.0,Financial Services,Reject,0,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,-1.0551305451200002,-1.013306749484386
2967,Male,False,3.18,STEM,Other,660.0,7.0,Consulting,Reject,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4722585523782934,0.1906292134943554,1.9613659289918324
2968,Male,False,3.08,Humanities,White,570.0,4.0,Investment Banking,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.1504442758015718,-1.678010424427178,-1.013306749484386
2969,Male,False,3.31,Humanities,White,660.0,4.0,Nonprofit/Gov,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.4093828880719671,0.1906292134943554,-1.013306749484386
2970,Male,False,3.21,Business,Hispanic,650.0,7.0,Consulting,Reject,0,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2688028353513114,-0.016997412941370516,1.9613659289918324
2971,Male,False,3.22,Humanities,Other,570.0,6.0,Financial Services,Reject,0,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.200984263008982,-1.678010424427178,0.9698083694997597
2972,Female,True,3.45,Business,White,720.0,4.0,Consulting,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.3588429008645568,1.436388972108711,-1.013306749484386
2973,Male,True,3.2,STEM,White,700.0,6.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,1.0211357192372592,0.9698083694997597
2974,Male,False,3.49,Humanities,Asian,680.0,6.0,Investment Banking,Admit,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.6301171902338683,0.6058824663658073,0.9698083694997597
2975,Male,False,3.26,STEM,White,650.0,7.0,PE/VC,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.07029002636032636,-0.016997412941370516,1.9613659289918324
2976,Male,False,3.21,STEM,White,680.0,5.0,Technology,Reject,0,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2688028353513114,0.6058824663658073,-0.02174918999231319
2977,Male,True,2.91,STEM,White,590.0,5.0,Financial Services,Reject,0,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.3033600056211436,-1.2627571715557262,-0.02174918999231319
2978,Female,False,3.35,Humanities,White,660.0,5.0,PE/VC,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6806571774412785,0.1906292134943554,-0.02174918999231319
2979,Male,True,3.03,STEM,White,630.0,6.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.4895371375132125,-0.4322506658128224,0.9698083694997597
2980,Male,False,3.15,STEM,Asian,650.0,4.0,Investment Management,Reject,0,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6757142694052785,-0.016997412941370516,-1.013306749484386
2981,Male,False,3.3,STEM,White,720.0,6.0,CPG,Admit,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.34156431572963775,1.436388972108711,0.9698083694997597
2982,Female,True,3.249635578583765,Humanities,White,700.0,5.0,Other,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,1.0211357192372592,-0.02174918999231319
2983,Female,False,3.23,Business,Asian,670.0,5.0,Financial Services,Admit,1,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.13316569066665568,0.39825583993008135,-0.02174918999231319
2984,Male,False,3.35,STEM,White,610.0,6.0,Health Care,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6806571774412785,-0.8475039186842742,0.9698083694997597
2985,Male,False,3.25,Business,Black,650.0,6.0,Consulting,Reject,0,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0024714540180000174,-0.016997412941370516,0.9698083694997597
2986,Male,True,3.11,STEM,White,620.0,5.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9469885587745899,-0.6398772922485483,-0.02174918999231319
2987,Male,True,3.3,STEM,White,650.8186528497409,3.0,PE/VC,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.34156431572963775,0.0,-2.0048643089764586
2988,Female,False,3.4,Business,Other,720.0,4.0,Financial Services,Admit,1,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0197500391529162,1.436388972108711,-1.013306749484386
2989,Male,False,3.31,Humanities,Black,670.0,5.0,Other,Reject,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.4093828880719671,0.39825583993008135,-0.02174918999231319
2990,Male,True,3.22,Business,White,650.0,5.0,Technology,Reject,0,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.200984263008982,-0.016997412941370516,-0.02174918999231319
2991,Male,True,3.18,STEM,White,680.0,6.0,Other,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.4722585523782934,0.6058824663658073,0.9698083694997597
2992,Female,True,3.22,Business,White,590.0,5.0,Consulting,Reject,1,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.200984263008982,-1.2627571715557262,-0.02174918999231319
2993,Female,False,3.32,Business,Black,690.0,6.0,PE/VC,Reject,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.47720146041429345,0.8135090928015333,0.9698083694997597
2994,Female,False,3.06,Humanities,Hispanic,570.0,6.0,Technology,Reject,1,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.2860814204862276,-1.678010424427178,0.9698083694997597
2995,Female,True,3.47,Humanities,White,710.0,4.0,Nonprofit/Gov,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.4944800455492127,1.228762345672985,-1.013306749484386
2996,Female,False,3.1,Humanities,Asian,670.0,7.0,Investment Banking,Reject,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.0148071311169162,0.39825583993008135,1.9613659289918324
2997,Female,False,3.18,STEM,Hispanic,700.0,5.0,Investment Banking,Reject,1,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.4722585523782934,1.0211357192372592,-0.02174918999231319
2998,Female,False,3.16,STEM,Black,630.0,6.0,PE/VC,Reject,1,,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.6078956970629491,-0.4322506658128224,0.9698083694997597
2999,Female,False,3.21,STEM,Hispanic,630.0,5.0,Other,Reject,1,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.2688028353513114,-0.4322506658128224,-0.02174918999231319
3000,Male,False,3.55,Business,Asian,760.0,6.0,Consulting,Admit,0,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0370286242878324,2.2668954778516146,0.9698083694997597
3001,Male,True,3.5,Business,White,710.0,4.0,Technology,Admit,0,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.6979357625761946,1.228762345672985,-1.013306749484386
3002,Female,False,3.29,Humanities,Asian,710.0,5.0,PE/VC,Reject,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2737457433873114,1.228762345672985,-0.02174918999231319
3003,Male,False,3.1,Business,Asian,650.0,6.0,Real Estate,Reject,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.0148071311169162,-0.016997412941370516,0.9698083694997597
3004,Male,False,3.19,Humanities,Black,660.0,5.0,Consulting,Reject,0,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.40443998003596704,0.1906292134943554,-0.02174918999231319
3005,Male,False,3.35,Business,Asian,630.0,4.0,Technology,Reject,0,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6806571774412785,-0.4322506658128224,-1.013306749484386
3006,Female,False,3.06,STEM,White,630.0,5.0,Nonprofit/Gov,Reject,1,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.2860814204862276,-0.4322506658128224,-0.02174918999231319
3007,Male,False,3.3,Business,Hispanic,670.0,5.0,Technology,Reject,0,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34156431572963775,0.39825583993008135,-0.02174918999231319
3008,Male,False,3.249635578583765,Humanities,Asian,720.0,4.0,Technology,Reject,0,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,1.436388972108711,-1.013306749484386
3009,Male,True,3.23,STEM,White,650.0,4.0,Nonprofit/Gov,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.13316569066665568,-0.016997412941370516,-1.013306749484386
3010,Female,False,3.1,Humanities,Hispanic,660.0,5.0,Consulting,Reject,1,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0148071311169162,0.1906292134943554,-0.02174918999231319
3011,Male,False,3.04,STEM,White,600.0,3.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.4217185651708832,-1.0551305451200002,-2.0048643089764586
3012,Female,False,3.12,Humanities,Asian,670.0,5.0,Consulting,Reject,1,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8791699864322605,0.39825583993008135,-0.02174918999231319
3013,Female,False,3.18,Humanities,White,670.0,6.0,Consulting,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4722585523782934,0.39825583993008135,0.9698083694997597
3014,Male,True,3.15,STEM,White,590.0,5.0,Investment Management,Reject,0,,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6757142694052785,-1.2627571715557262,-0.02174918999231319
3015,Female,False,3.249635578583765,STEM,White,710.0,4.0,PE/VC,Admit,1,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-3.0117496204663656e-15,1.228762345672985,-1.013306749484386
3016,Male,False,3.13,Humanities,Asian,630.0,5.0,Investment Management,Reject,0,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8113514140899342,-0.4322506658128224,-0.02174918999231319
3017,Male,False,3.6,Humanities,Black,680.0,4.0,Consulting,Reject,0,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.376121485999473,0.6058824663658073,-1.013306749484386
3018,Female,False,2.91,Humanities,Asian,620.0,5.0,Consulting,Reject,1,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.3033600056211436,-0.6398772922485483,-0.02174918999231319
3019,Male,False,3.27,Business,Black,650.8186528497409,5.0,Investment Banking,Reject,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.1381085987026557,0.0,-0.02174918999231319
3020,Male,False,3.31,Business,Asian,720.0,6.0,Nonprofit/Gov,Admit,0,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.4093828880719671,1.436388972108711,0.9698083694997597
3021,Male,False,3.34,STEM,White,710.0,5.0,PE/VC,Admit,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6128386050989492,1.228762345672985,-0.02174918999231319
3022,Male,True,3.249635578583765,Humanities,White,640.0,6.0,Financial Services,Reject,0,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,-0.22462403937709646,0.9698083694997597
3023,Male,True,3.44,STEM,White,670.0,6.0,Other,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.2910243285222276,0.39825583993008135,0.9698083694997597
3024,Male,True,3.24,STEM,White,630.0,6.0,Nonprofit/Gov,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.06534711832432633,-0.4322506658128224,0.9698083694997597
3025,Female,False,3.42,Humanities,Hispanic,730.0,6.0,Nonprofit/Gov,Admit,1,,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.155387183837572,1.644015598544437,0.9698083694997597
3026,Male,False,3.34,STEM,Hispanic,660.0,5.0,Consulting,Reject,0,,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6128386050989492,0.1906292134943554,-0.02174918999231319
3027,Male,False,3.17,STEM,Black,620.0,6.0,Investment Banking,Reject,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5400771247206227,-0.6398772922485483,0.9698083694997597
3028,Female,False,3.32,Business,Asian,620.0,5.0,Nonprofit/Gov,Reject,1,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.47720146041429345,-0.6398772922485483,-0.02174918999231319
3029,Female,False,3.43,STEM,Asian,680.0,5.0,Investment Management,Reject,1,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2232057561799012,0.6058824663658073,-0.02174918999231319
3030,Male,True,3.22,Humanities,White,680.0,5.0,Health Care,Admit,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.200984263008982,0.6058824663658073,-0.02174918999231319
3031,Male,True,3.38,Humanities,White,650.8186528497409,5.0,Technology,Reject,0,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8841128944682605,0.0,-0.02174918999231319
3032,Male,False,3.35,STEM,White,780.0,5.0,Consulting,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6806571774412785,2.6821487307230667,-0.02174918999231319
3033,Male,False,3.2,Business,Asian,680.0,5.0,Consulting,Reject,0,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.3366214076936377,0.6058824663658073,-0.02174918999231319
3034,Male,False,3.27,Humanities,White,720.0,4.0,Nonprofit/Gov,Admit,0,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1381085987026557,1.436388972108711,-1.013306749484386
3035,Male,False,3.32,STEM,White,670.0,4.0,Nonprofit/Gov,Reject,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.47720146041429345,0.39825583993008135,-1.013306749484386
3036,Female,False,3.23,Business,Hispanic,710.0,7.0,Investment Banking,Admit,1,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.13316569066665568,1.228762345672985,1.9613659289918324
3037,Male,True,3.249635578583765,Humanities,White,680.0,6.0,Consulting,Admit,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.0117496204663656e-15,0.6058824663658073,0.9698083694997597
3038,Male,False,3.19,Humanities,Hispanic,620.0,5.0,Consulting,Reject,0,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.40443998003596704,-0.6398772922485483,-0.02174918999231319
3039,Male,False,3.07,Humanities,Asian,570.0,4.0,Consulting,Reject,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.2182628481439013,-1.678010424427178,-1.013306749484386
3040,Female,True,3.16,STEM,White,700.0,5.021934369602763,Technology,Reject,1,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6078956970629491,1.0211357192372592,0.0
3041,Male,False,3.249635578583765,STEM,Asian,640.0,4.0,PE/VC,Reject,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-3.0117496204663656e-15,-0.22462403937709646,-1.013306749484386
3042,Female,True,3.11,Humanities,White,610.0,3.0,Nonprofit/Gov,Reject,1,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.9469885587745899,-0.8475039186842742,-2.0048643089764586
3043,Female,True,3.13,Humanities,White,700.0,5.0,Technology,Reject,1,,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8113514140899342,1.0211357192372592,-0.02174918999231319
3044,Male,True,3.52,Business,White,730.0,6.0,Technology,Admit,0,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8335729072608504,1.644015598544437,0.9698083694997597
3045,Male,True,3.37,Humanities,White,630.0,6.0,Consulting,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8162943221259341,-0.4322506658128224,0.9698083694997597
3046,Male,False,3.46,STEM,Black,680.0,4.0,Consulting,Reject,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4266614732068832,0.6058824663658073,-1.013306749484386
3047,Male,False,3.21,STEM,Black,620.0,7.0,Consulting,Reject,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.2688028353513114,-0.6398772922485483,1.9613659289918324
3048,Female,False,3.21,Humanities,Asian,690.0,3.0,PE/VC,Admit,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.2688028353513114,0.8135090928015333,-2.0048643089764586
3049,Male,False,3.24,Humanities,White,570.0,5.021934369602763,Nonprofit/Gov,Reject,0,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.06534711832432633,-1.678010424427178,0.0
